canonical_smiles,mol_id,MW,LogP,TPSA,HBD,HBA,RotatableBonds,scaffold,scaffold_specificity,scaffold_size
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,M02544,323.31399999999996,4.744900000000003,38.33,1.0,2.0,4.0,O=C(Nc1ccccc1)c1ccccc1,0.744107216431016,13
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,M02545,327.12300000000005,3.859500000000001,92.47,2.0,4.0,3.0,O=C(Nc1ccccc1)c1ccccc1,0.744107216431016,13
CC(=O)Nc1nnc(S(N)(=O)=O)s1,M02546,222.251,-0.8561000000000003,115.03999999999999,2.0,6.0,2.0,c1nncs1,0.8795051323147839,4
C=CCOc1ccccc1OCC(O)CNC(C)C,M02547,265.35299999999995,1.9890999999999999,50.72,2.0,4.0,9.0,c1ccccc1,0.21161295934610674,802
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,M02548,415.82900000000006,3.4705200000000014,94.82999999999998,1.0,6.0,6.0,O=C(c1ccccc1)n1ccc2ccccc21,0.9466801716388252,2
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,M02549,338.77200000000005,0.9242000000000001,109.49000000000001,3.0,4.0,2.0,O=C1NC(c2ccccc2)c2ccccc21,1.0,1
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,M02550,253.26199999999997,-1.3073,130.05,4.0,7.0,5.0,O=c1nc[nH]c2[nH]cnc12,0.9466801716388252,2
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,M02551,369.3680000000001,3.515220000000001,67.87,1.0,4.0,5.0,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,0.8795051323147839,4
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,M02552,287.35900000000004,3.383000000000002,62.32000000000001,2.0,2.0,4.0,c1ccc2c3c([nH]c2c1)COCC3,1.0,1
CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,M02553,359.665,6.037300000000001,37.91,1.0,3.0,3.0,c1ccc(Oc2ccc3[nH]cnc3c2)cc1,1.0,1
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,M02554,260.334,2.0227,90.65,2.0,4.0,7.0,,0.0,0
Clc1ccccc1CN1CCc2sccc2C1,M02555,263.793,3.959800000000002,3.24,0.0,2.0,2.0,c1ccc(CN2CCc3sccc3C2)cc1,0.9088491513636503,3
O=[N+]([O-])c1ccc(C2OC2c2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,M02556,446.37100000000015,1.809,207.54999999999995,2.0,9.0,6.0,c1ccc(C2OC2c2ccccc2)cc1,1.0,1
N#Cc1c(Cl)c(Cl)c(O)c(C(N)=O)c1Cl,M02557,265.48299999999995,2.32298,87.10999999999999,2.0,3.0,1.0,c1ccccc1,0.21161295934610674,802
CNC(=O)Nc1ccc(C)c(Cl)c1,M02558,198.653,2.3997200000000003,41.13,2.0,1.0,1.0,c1ccccc1,0.21161295934610674,802
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)O,M02559,344.7540000000001,3.9274000000000022,81.54,1.0,5.0,5.0,c1ccc(Oc2cnc3ccccc3n2)cc1,0.9088491513636503,3
Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1C(=O)O,M02560,298.12500000000006,4.066100000000001,72.55,2.0,3.0,3.0,c1ccc(Oc2ccccc2)cc1,0.6438836066809098,29
CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,M02561,474.58700000000033,1.6109,113.41999999999999,1.0,8.0,7.0,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]c2cn[nH]c12,1.0,1
CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,M02562,436.90300000000013,4.472700000000002,109.58,2.0,6.0,8.0,c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3ccnc3)cc2)c1,0.9466801716388252,2
CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,M02563,278.30400000000003,-2.3393999999999986,127.20000000000002,2.0,8.0,7.0,,0.0,0
CCCCc1ncc(C(=O)O)n1Cc1ccc(C(=O)O)cc1,M02564,302.33,2.6704000000000008,92.42,2.0,4.0,7.0,c1ccc(Cn2ccnc2)cc1,1.0,1
CCN(CC)C(=O)c1cccc(C(=O)O)c1,M02565,221.256,1.8668,57.61,1.0,2.0,4.0,c1ccccc1,0.21161295934610674,802
Oc1cc(-c2ccc(Cl)cc2)ccc1Cl,M02566,239.101,4.366000000000001,20.23,1.0,1.0,1.0,c1ccc(-c2ccccc2)cc1,0.7758207207981391,10
Oc1c(Cl)cc(-c2ccc(Cl)cc2)cc1Cl,M02567,273.546,5.019400000000002,20.23,1.0,1.0,1.0,c1ccc(-c2ccccc2)cc1,0.7758207207981391,10
CC(=O)C(N)(C(C)=O)C(N)(C(C)=O)C(C)=O,M02568,228.24799999999996,-1.2625999999999995,120.32,2.0,6.0,5.0,,0.0,0
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,M02569,340.5070000000001,5.900440000000007,40.46,2.0,2.0,2.0,c1ccc(Cc2ccccc2)cc1,0.6274242932504864,33
CCN(CC)c1nc(=O)cc(C)[nH]1,M02570,181.239,0.92452,48.99,1.0,3.0,3.0,O=c1cc[nH]cn1,0.9466801716388252,2
O=C(O)c1cc2ccccc2cc1O,M02571,188.182,2.2436000000000003,57.53,2.0,2.0,1.0,c1ccc2ccccc2c1,0.6846698721617894,21
O=C(O)c1cccc(C(=O)O)c1,M02572,166.13199999999998,1.083,74.6,2.0,2.0,2.0,c1ccccc1,0.21161295934610674,802
O=C(Nc1ccccc1)c1ccccc1SSc1ccccc1C(=O)Nc1ccccc1,M02573,456.59200000000016,6.990600000000004,58.2,2.0,4.0,7.0,O=C(Nc1ccccc1)c1ccccc1SSc1ccccc1C(=O)Nc1ccccc1,1.0,1
CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C,M02574,286.412,4.010400000000003,52.60000000000001,0.0,4.0,11.0,,0.0,0
CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,M02575,286.412,3.4356000000000027,52.6,0.0,4.0,7.0,,0.0,0
COP(=S)(S)OC,M02576,158.184,1.4335,18.46,1.0,3.0,2.0,,0.0,0
Oc1ccc2c(c1)[nH]c1ccccc12,M02577,183.21,3.026700000000001,36.019999999999996,2.0,1.0,0.0,c1ccc2c(c1)[nH]c1ccccc12,0.8795051323147839,4
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,M02578,370.4080000000001,1.5148000000000008,160.78,4.0,6.0,4.0,C(=Cc1ccccc1)c1ccccc1,0.7883542836784342,9
O=S(=O)(O)C(F)(F)F,M02579,150.07699999999997,0.3940000000000002,54.370000000000005,1.0,2.0,0.0,,0.0,0
CCCCCCOC(=O)c1ccccc1C(=O)c1ccc(N(CC)CC)cc1O,M02580,397.5150000000002,5.206500000000006,66.84,1.0,5.0,11.0,O=C(c1ccccc1)c1ccccc1,0.7538526280001345,12
C=C(C(=O)O)c1c[nH]c2ccccc12,M02581,187.198,2.2657,53.089999999999996,2.0,1.0,2.0,c1ccc2[nH]ccc2c1,0.5442457568182516,63
Nc1c(Cl)cc(C(F)(F)F)cc1Cl,M02582,230.01599999999996,3.5944000000000003,26.02,1.0,1.0,0.0,c1ccccc1,0.21161295934610674,802
CCCCCCCCCCS(=O)(=O)O,M02583,222.35,3.014900000000001,54.370000000000005,1.0,2.0,9.0,,0.0,0
COc1cc([N+](=O)[O-])ccc1O,M02584,169.136,1.3089999999999997,72.60000000000001,1.0,4.0,2.0,c1ccccc1,0.21161295934610674,802
CCCCCCCCCCCC(=O)NCCO,M02585,243.39099999999996,3.015800000000001,49.33,2.0,2.0,12.0,,0.0,0
CCCCCCCCCCCCS(=O)(=O)O,M02586,250.40399999999997,3.7951000000000024,54.370000000000005,1.0,2.0,11.0,,0.0,0
CCCCCCS(=O)(=O)O,M02587,166.242,1.4545000000000001,54.370000000000005,1.0,2.0,5.0,,0.0,0
COc1ccc(S(=O)(=O)O)cc1,M02588,188.204,0.9419,63.60000000000001,1.0,3.0,2.0,c1ccccc1,0.21161295934610674,802
O=C(Nc1ccccc1)NC1CCCCC1,M02589,218.2999999999999,3.1408000000000023,41.13,2.0,1.0,2.0,O=C(Nc1ccccc1)NC1CCCCC1,0.9088491513636503,3
CCCCCSCCOCCOCCOCCO,M02590,280.42999999999995,1.9518999999999997,47.92,1.0,5.0,15.0,,0.0,0
CCCCCCCCSCCOCCOCCOCCO,M02591,322.5110000000001,3.1222000000000025,47.92,1.0,5.0,18.0,,0.0,0
CCCCCCCCSCCOCCOCCO,M02592,278.45799999999997,3.105600000000002,38.69,1.0,4.0,15.0,,0.0,0
Nc1ccc(Cl)cc1Cl,M02593,162.019,2.5756000000000006,26.02,1.0,1.0,0.0,c1ccccc1,0.21161295934610674,802
Nc1c(Cl)cccc1Cl,M02594,162.01899999999998,2.5756000000000006,26.02,1.0,1.0,0.0,c1ccccc1,0.21161295934610674,802
Nc1ccc(Cl)c(Cl)c1,M02595,162.019,2.5756000000000006,26.02,1.0,1.0,0.0,c1ccccc1,0.21161295934610674,802
Nc1cc(Cl)cc(Cl)c1,M02596,162.019,2.5756000000000006,26.02,1.0,1.0,0.0,c1ccccc1,0.21161295934610674,802
ClN(Cl)c1ccccc1,M02597,162.019,2.800600000000001,3.24,0.0,1.0,1.0,c1ccccc1,0.21161295934610674,802
Cc1ccccc1N,M02598,107.156,1.57722,26.02,1.0,1.0,0.0,c1ccccc1,0.21161295934610674,802
CC(C)c1cc(C(C)(C)c2ccc(O)c(C(C)C)c2)ccc1O,M02599,312.45300000000003,5.670500000000007,40.46,2.0,2.0,4.0,c1ccc(Cc2ccccc2)cc1,0.6274242932504864,33
O=[PH]1Oc2ccccc2-c2ccccc21,M02600,216.176,2.846000000000002,26.3,0.0,2.0,0.0,O=[PH]1Oc2ccccc2-c2ccccc21,1.0,1
CC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)C,M02601,306.40200000000004,4.092400000000004,52.60000000000001,0.0,4.0,8.0,c1ccccc1,0.21161295934610674,802
CCOCCOC(=O)c1ccccc1C(=O)OCCOCC,M02602,310.3460000000001,2.0732,71.06,0.0,6.0,10.0,c1ccccc1,0.21161295934610674,802
COCCOC(=O)c1ccccc1C(=O)OCCOC,M02603,282.292,1.2930000000000001,71.06,0.0,6.0,8.0,c1ccccc1,0.21161295934610674,802
CC(C)CC(C)OC(=O)c1ccccc1C(=O)OC(C)CC(C)C,M02604,334.4560000000001,4.869400000000005,52.60000000000001,0.0,4.0,8.0,c1ccccc1,0.21161295934610674,802
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,M02605,334.45600000000024,5.160800000000005,52.60000000000001,0.0,4.0,12.0,c1ccccc1,0.21161295934610674,802
CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,M02606,306.4020000000001,4.380600000000004,52.60000000000001,0.0,4.0,10.0,c1ccccc1,0.21161295934610674,802
CNC(=O)Oc1cccc2c1OC(C)(C)O2,M02607,223.22799999999995,1.9121,56.790000000000006,1.0,4.0,1.0,c1ccc2c(c1)OCO2,0.7265474540909509,15
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,M02608,540.6590000000002,7.093000000000002,80.32000000000001,2.0,4.0,4.0,O=C(NC(=O)c1ccccc1)Nc1ccc(Oc2ccccn2)cc1,1.0,1
CCCCN(C)C(O)=Nc1ccc(Cl)c(Cl)c1,M02609,275.179,4.270800000000003,35.83,1.0,1.0,4.0,c1ccccc1,0.21161295934610674,802
CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,M02610,397.209,3.7792800000000017,84.7,1.0,5.0,3.0,c1ccc(-n2cccn2)cc1,0.8555293230024756,5
OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,M02611,344.26700000000005,3.339290000000001,53.84,2.0,4.0,5.0,S=c1nc[nH]n1CC(Cc1ccccc1)C1CC1,1.0,1
c1ccc2c(c1)=NC(c1ccoc1)N=2,M02612,184.19799999999998,1.2311999999999999,37.86,0.0,3.0,1.0,c1ccc2c(c1)=NC(c1ccoc1)N=2,1.0,1
CCCCc1c(O)nc(=NCC)[nH]c1C,M02613,209.29299999999998,1.68692,61.27,2.0,3.0,4.0,N=c1nccc[nH]1,1.0,1
CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,M02614,335.8310000000001,4.779000000000004,48.42,0.0,4.0,8.0,c1ccc2ncccc2c1,0.6846698721617894,21
COc1cc(OC)nc(N)n1,M02615,155.15699999999998,0.07599999999999996,70.26,1.0,5.0,2.0,c1cncnc1,0.7185751418868361,16
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,M02616,270.37600000000003,2.923300000000001,25.36,0.0,3.0,6.0,c1ccc(Cc2ccccn2)cc1,0.802209494641301,8
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,M02617,270.76300000000003,3.627200000000003,15.6,0.0,2.0,1.0,c1ccc(C2=NCCNc3ccccc32)cc1,0.9466801716388252,2
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,M02618,414.52700000000016,3.368500000000002,59.080000000000005,0.0,6.0,6.0,O=C1CC(c2ccccc2)Sc2ccccc2N1,0.9088491513636503,3
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,M02619,289.37500000000006,1.9308999999999996,49.769999999999996,1.0,4.0,4.0,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,0.9466801716388252,2
CNCCCC12CCC(c3ccccc31)c1ccccc12,M02620,277.41100000000006,4.211400000000004,12.03,1.0,1.0,4.0,c1ccc2c(c1)C1CCC2c2ccccc21,0.9466801716388252,2
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,M02621,247.33799999999994,2.2131,29.54,0.0,3.0,3.0,c1ccc(C2CCNCC2)cc1,0.9466801716388252,2
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,M02622,325.77400000000006,4.324220000000002,30.18,0.0,3.0,1.0,c1ccc(C2=NCc3cncn3-c3ccccc32)cc1,0.9466801716388252,2
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],M02623,361.70300000000003,5.458000000000003,61.599999999999994,0.0,4.0,5.0,c1ccc(Oc2ccccc2)cc1,0.6438836066809098,29
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,M02624,383.366,5.003300000000005,57.650000000000006,0.0,5.0,8.0,c1ccc(Oc2ccccn2)cc1,0.8352580650673657,6
O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,M02625,312.118,3.514400000000002,20.310000000000002,0.0,1.0,2.0,O=C1CCCN1c1ccccc1,1.0,1
O=c1ccc(=O)[nH][nH]1,M02626,112.08800000000001,-0.9368000000000001,65.72,2.0,2.0,0.0,O=c1ccc(=O)[nH][nH]1,1.0,1
CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1,M02627,295.3380000000001,3.2696000000000023,47.89,0.0,4.0,4.0,C1=NOC(c2ccccc2)(c2ccccc2)C1,1.0,1
CN1C(=O)CC(C)(c2ccccc2)C1=O,M02628,203.241,1.333,37.38,0.0,2.0,1.0,O=C1CC(c2ccccc2)C(=O)N1,1.0,1
CN1COCN(Cc2cnc(Cl)s2)C1=O,M02629,247.707,1.5954999999999997,45.67,0.0,4.0,2.0,O=C1NCOCN1Cc1cncs1,1.0,1
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,M02630,312.41300000000007,2.5349000000000004,40.620000000000005,0.0,2.0,1.0,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1.0,1
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,M02631,307.41800000000006,4.948320000000003,12.47,0.0,2.0,2.0,S=C(Nc1ccccc1)Oc1ccc2ccccc2c1,1.0,1
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,M02632,244.38199999999995,3.1451400000000014,24.39,1.0,2.0,2.0,c1ccc(CC2=NCCN2)cc1,0.9088491513636503,3
Cc1cccc(C)c1NC(=O)C1CCCCN1C,M02633,246.35399999999996,2.7262400000000007,32.34,1.0,2.0,2.0,O=C(Nc1ccccc1)C1CCCCN1,0.9088491513636503,3
CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,M02634,288.77799999999996,3.6059000000000028,32.67,0.0,2.0,1.0,O=C1CN=C(C2=CCCCC2)c2ccccc2N1,0.9466801716388252,2
CN1COCN(Cc2cnc(Cl)s2)C1=N,M02635,246.723,1.4102699999999997,52.45,1.0,4.0,2.0,N=C1NCOCN1Cc1cncs1,0.9466801716388252,2
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,M02636,379.5010000000002,2.8907000000000007,90.9,3.0,5.0,9.0,c1ccccc1,0.21161295934610674,802
CC(COc1ccccc1Cc1ccccc1)N1CCCCC1,M02637,309.45300000000015,4.530600000000004,12.47,0.0,2.0,6.0,c1ccc(Cc2ccccc2OCCN2CCCCC2)cc1,1.0,1
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,M02638,328.4340000000001,1.1702999999999997,75.71000000000001,1.0,5.0,8.0,c1ccccc1,0.21161295934610674,802
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,M02639,288.43500000000006,3.8965400000000026,32.34,1.0,2.0,5.0,O=C(Nc1ccccc1)C1CCCCN1,0.9088491513636503,3
CNC(=O)NCc1cnc(Cl)s1,M02640,205.67000000000002,1.2254999999999998,54.02,2.0,3.0,2.0,c1cscn1,0.8352580650673657,6
CCCCOc1ccc(CC(O)=NO)cc1,M02641,223.272,2.7537000000000003,62.05,2.0,3.0,6.0,c1ccccc1,0.21161295934610674,802
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,M02642,238.197,0.7035000000000001,73.80000000000001,1.0,4.0,3.0,c1ccc(Cn2ccnn2)cc1,1.0,1
OCC(O)CN1CCN(c2ccccc2)CC1,M02643,236.31500000000003,0.16179999999999972,46.940000000000005,2.0,4.0,4.0,c1ccc(N2CCNCC2)cc1,0.8795051323147839,4
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,M02644,343.471,3.4853000000000023,54.46,1.0,4.0,10.0,c1ccc2ncccc2c1,0.6846698721617894,21
CC(=O)N(C)c1ccc(N)cc1,M02645,164.20799999999997,1.2515,46.33,1.0,2.0,1.0,c1ccccc1,0.21161295934610674,802
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,M02646,451.4830000000003,1.7177999999999993,112.27000000000001,1.0,9.0,4.0,O=C(C1COc2ccccc2O1)N1CCN(c2ncc3ccccc3n2)CC1,1.0,1
NS(=O)(=O)Cc1noc2ccccc12,M02647,212.23000000000002,0.6163,86.19000000000001,1.0,4.0,2.0,c1ccc2oncc2c1,1.0,1
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,M02648,389.4560000000002,1.3507000000000002,111.83,2.0,8.0,8.0,O=C(NCCCNc1ncc2ccccc2n1)C1CCCO1,1.0,1
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(N)=O,M02649,325.62300000000005,3.8163000000000027,55.56,1.0,2.0,6.0,c1ccccc1,0.21161295934610674,802
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,M02650,505.4580000000002,4.175280000000002,167.58,10.0,4.0,9.0,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccccc1)NC(=N)Nc1ccccc1,1.0,1
CNC(=O)Oc1cccc(N=CN(C)C)c1,M02651,221.26,1.6262,53.93,1.0,3.0,3.0,c1ccccc1,0.21161295934610674,802
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,M02652,380.784,3.651200000000001,44.760000000000005,0.0,4.0,5.0,,0.0,0
CCNC(=O)C(C)Oc1cccc2ccccc12,M02653,243.306,2.7432000000000016,38.33,1.0,2.0,4.0,c1ccc2ccccc2c1,0.6846698721617894,21
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,M02654,267.159,3.7486000000000015,52.04,2.0,2.0,2.0,c1ccc(Cc2ccccc2)cc1,0.6274242932504864,33
Nc1ccc(Cc2ccc(N)cc2)cc1,M02655,198.269,2.4418000000000006,52.04,2.0,2.0,2.0,c1ccc(Cc2ccccc2)cc1,0.6274242932504864,33
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,M02656,268.404,5.2767000000000035,24.06,2.0,2.0,6.0,c1ccc(Nc2ccccc2)cc1,0.7643784743661259,11
CC(C)(C)c1ccc(O)cc1,M02657,150.22099999999998,2.689700000000001,20.23,1.0,1.0,0.0,c1ccccc1,0.21161295934610674,802
CCc1cccc(C)c1N,M02658,135.20999999999995,2.13962,26.02,1.0,1.0,1.0,c1ccccc1,0.21161295934610674,802
CC(C)(c1ccc(OCC(O)CO)cc1)c1ccc(OCC2CO2)cc1,M02659,358.43400000000014,2.522100000000001,71.45,2.0,5.0,9.0,c1ccc(Cc2ccc(OCC3CO3)cc2)cc1,0.9466801716388252,2
Cc1ccc(N)cc1Cl,M02660,141.601,2.23062,26.02,1.0,1.0,0.0,c1ccccc1,0.21161295934610674,802
Nc1cccc2c(N)cccc12,M02661,158.204,2.0042,52.04,2.0,2.0,0.0,c1ccc2ccccc2c1,0.6846698721617894,21
Nc1ccc2nc3c(N)cccc3nc2c1,M02662,210.24000000000004,1.9473999999999998,77.82,2.0,4.0,0.0,c1ccc2nc3ccccc3nc2c1,0.9466801716388252,2
Nc1ccc2nc3ccc(N)cc3nc2c1,M02663,210.24,1.9473999999999998,77.82,2.0,4.0,0.0,c1ccc2nc3ccccc3nc2c1,0.9466801716388252,2
COc1cc(Cl)c(OC)cc1N,M02664,187.626,1.9393999999999998,44.480000000000004,1.0,3.0,2.0,c1ccccc1,0.21161295934610674,802
Nc1ccc(Nc2ccccc2)cc1,M02665,184.24200000000002,3.0124000000000013,38.05,2.0,2.0,2.0,c1ccc(Nc2ccccc2)cc1,0.7643784743661259,11
CCCCCCCCCCCCCCCC(=O)OCC(O)CO,M02666,330.509,4.364100000000005,66.76,2.0,4.0,17.0,,0.0,0
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,M02667,358.56300000000005,5.1443000000000065,66.76,2.0,4.0,19.0,,0.0,0
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,M02668,314.46600000000007,4.7938000000000045,52.60000000000001,0.0,4.0,15.0,,0.0,0
COCCOCCO,M02669,120.148,-0.3583,38.69,1.0,3.0,5.0,,0.0,0
c1ccc2c(c1)Nc1ccccc1S2,M02670,199.278,3.894800000000001,12.03,1.0,2.0,0.0,c1ccc2c(c1)Nc1ccccc1S2,0.7185751418868361,16
O=C1CCCCCN1,M02671,113.16000000000001,0.6766000000000001,29.1,1.0,1.0,0.0,O=C1CCCCCN1,1.0,1
CCCN(CCC)CCC,M02672,143.27399999999997,2.5184000000000006,3.24,0.0,1.0,6.0,,0.0,0
N#CCCCCC#N,M02673,108.144,1.59396,47.58,0.0,2.0,3.0,,0.0,0
CC(C)(C)c1ccc(OP(=O)(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)Oc2ccc(C(C)(C)C)cc2C(C)(C)C)c(C(C)(C)C)c1,M02674,662.936,13.116499999999977,44.760000000000005,0.0,4.0,6.0,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,0.8352580650673657,6
CCNC(=O)c1cccc(C)c1,M02675,163.21999999999997,1.74472,29.1,1.0,1.0,2.0,c1ccccc1,0.21161295934610674,802
O=C1CCCCCCCCCCCN1,M02676,197.32199999999997,3.0172000000000008,29.1,1.0,1.0,0.0,O=C1CCCCCCCCCCCN1,1.0,1
O=C(NC1CCCCC1)NC1CCCCC1,M02677,224.34799999999996,2.9510000000000014,41.13,2.0,1.0,2.0,O=C(NC1CCCCC1)NC1CCCCC1,1.0,1
CN(C1CCCCC1)C1CCCCC1,M02678,195.34999999999994,3.5836000000000023,3.24,0.0,1.0,2.0,C1CCC(NC2CCCCC2)CC1,0.9466801716388252,2
CC(=O)OCC(COC(C)=O)OC(C)=O,M02679,218.20499999999998,0.044299999999999784,78.9,0.0,6.0,5.0,,0.0,0
COC(=O)c1ccc(C(=O)OC)cc1,M02680,194.18599999999998,1.2598,52.60000000000001,0.0,4.0,2.0,c1ccccc1,0.21161295934610674,802
COCCOCCOCCO,M02681,164.201,-0.34170000000000006,47.92,1.0,4.0,8.0,,0.0,0
O=C1CCCCCCCCCCC1,M02682,182.30699999999996,3.8602000000000034,17.07,0.0,1.0,0.0,O=C1CCCCCCCCCCC1,1.0,1
O=C(c1ccccc1)C1CCCCC1,M02683,188.2699999999999,3.449600000000002,17.07,0.0,1.0,2.0,O=C(c1ccccc1)C1CCCCC1,1.0,1
N#Cc1ccccc1C#N,M02684,128.13399999999996,1.4299600000000001,47.58,0.0,2.0,0.0,c1ccccc1,0.21161295934610674,802
Clc1nc2ccccc2s1,M02685,169.63599999999997,2.9497,12.89,0.0,2.0,0.0,c1ccc2scnc2c1,0.7185751418868361,16
Cc1ccc(N)cc1O,M02686,123.155,1.2828199999999998,46.25,2.0,2.0,0.0,c1ccccc1,0.21161295934610674,802
CN(C)C(=O)NC1CCCCC1,M02687,170.25599999999994,1.5902999999999996,32.34,1.0,1.0,1.0,C1CCCCC1,0.6846698721617894,21
CCCCOCCOCCOCCOCCO,M02688,250.33499999999992,0.8452,57.150000000000006,1.0,5.0,14.0,,0.0,0
CCCCCCCCCC(=O)N(C)C,M02689,199.338,3.215300000000002,20.310000000000002,0.0,1.0,8.0,,0.0,0
CCCCCCCCCCCCNC,M02690,199.38199999999998,4.126700000000003,12.03,1.0,1.0,11.0,,0.0,0
Clc1ccccn1,M02691,113.54699999999998,1.7349999999999997,12.89,0.0,1.0,0.0,c1ccncc1,0.5996365394334917,41
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,M02692,332.50000000000006,5.705400000000002,25.78,0.0,6.0,3.0,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,1.0,1
CN(C)C(=S)SC(=S)N(C)C,M02693,208.377,1.4126,6.48,0.0,3.0,0.0,,0.0,0
CCCCCCCCCCCCCCCC(=O)NCCO,M02694,299.499,4.576200000000004,49.33,2.0,2.0,16.0,,0.0,0
CCCCCCCCCCSCCOCCO,M02695,262.45899999999995,3.8692000000000033,29.46,1.0,3.0,14.0,,0.0,0
CCCCCCCCSCCOCCO,M02696,234.40499999999994,3.0890000000000026,29.46,1.0,3.0,12.0,,0.0,0
CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,M02697,270.28400000000005,3.8842000000000025,52.58,0.0,4.0,3.0,O=c1ccc2cc3ccoc3cc2o1,0.8352580650673657,6
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,M02698,339.3910000000001,3.860000000000003,49.81,0.0,5.0,6.0,c1ccc(Cc2nccc3ccccc23)cc1,0.9466801716388252,2
