canonical_smiles,mol_id,MW,LogP,TPSA,HBD,HBA,RotatableBonds,scaffold,scaffold_specificity,scaffold_size
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,M00000,290.271,1.5460999999999998,110.38000000000001,5.0,6.0,1.0,c1ccc(C2CCc3ccccc3O2)cc1,0.8352580650673657,6
O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,M00001,442.37600000000015,2.5276000000000005,177.14,7.0,10.0,3.0,O=C(OC1Cc2ccccc2OC1c1ccccc1)c1ccccc1,0.9466801716388252,2
Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2,M00002,306.27000000000004,1.2517,130.61,6.0,7.0,1.0,c1ccc(C2CCc3ccccc3O2)cc1,0.8352580650673657,6
O=C(O)c1cc(O)cc(O)c1,M00003,154.12099999999998,0.7959999999999998,77.76,3.0,3.0,1.0,c1ccccc1,0.21161295934610674,802
O=C(O)c1ccc(O)cc1,M00004,138.12199999999999,1.0903999999999998,57.53,2.0,2.0,1.0,c1ccccc1,0.21161295934610674,802
OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)c(O)c3)c2)C(O)C(O)C1O,M00005,406.38700000000006,0.1524999999999993,160.07,7.0,9.0,5.0,C(=Cc1cccc(OC2CCCCO2)c1)c1ccccc1,0.8795051323147839,4
O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(O)C(=O)O,M00006,312.23,-0.4471000000000001,161.59,5.0,7.0,6.0,c1ccccc1,0.21161295934610674,802
OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,M00007,390.38800000000003,0.44689999999999946,139.84,6.0,8.0,5.0,C(=Cc1cccc(OC2CCCCO2)c1)c1ccccc1,0.8795051323147839,4
Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,M00008,228.247,2.9738000000000016,60.69,3.0,3.0,2.0,C(=Cc1ccccc1)c1ccccc1,0.7883542836784342,9
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,M00009,302.194,1.3127999999999997,141.34,4.0,8.0,0.0,O=c1oc2cccc3c(=O)oc4cccc1c4c23,1.0,1
Oc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1,M00010,274.272,1.8404999999999996,90.15,4.0,5.0,1.0,c1ccc(C2CCc3ccccc3O2)cc1,0.8352580650673657,6
O=c1ccc2cc(O)c(O)cc2o1,M00011,178.143,1.2042,70.67,2.0,4.0,0.0,O=c1ccc2ccccc2o1,0.7265474540909509,15
COc1cc(C=CC(=O)OC(C(=O)O)C(O)C(=O)O)ccc1O,M00012,326.257,-0.14410000000000034,150.58999999999997,4.0,7.0,7.0,c1ccccc1,0.21161295934610674,802
COc1cc2ccc(=O)oc2c(OC2OC(CO)C(O)C(O)C2O)c1O,M00013,370.31,-1.3141000000000005,159.05,5.0,10.0,4.0,O=c1ccc2cccc(OC3CCCCO3)c2o1,1.0,1
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,M00014,302.28200000000004,2.518500000000001,96.22000000000001,3.0,6.0,2.0,O=C1CC(c2ccccc2)Oc2ccccc21,0.7185751418868361,16
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,M00015,478.4060000000001,-0.23589999999999983,199.51,7.0,12.0,5.0,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,0.7538526280001345,12
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O,M00016,624.5480000000003,-1.3840999999999999,258.42999999999995,9.0,16.0,7.0,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,0.8795051323147839,4
COc1cc(C=Cc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c2)ccc1O,M00017,420.41400000000004,0.4554999999999996,149.07,6.0,9.0,6.0,C(=Cc1cccc(OC2CCCCO2)c1)c1ccccc1,0.8795051323147839,4
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,M00018,448.3800000000002,-0.24449999999999966,190.27999999999997,7.0,11.0,4.0,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,0.7538526280001345,12
CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,M00019,594.5220000000004,-1.3927000000000005,249.19999999999996,9.0,15.0,6.0,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,0.8795051323147839,4
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,M00020,448.3800000000001,-0.24450000000000022,190.27999999999997,7.0,11.0,4.0,O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,0.8795051323147839,4
COC(=O)c1cc(O)c(O)c(O)c1,M00021,184.147,0.5899999999999996,86.99000000000001,3.0,5.0,1.0,c1ccccc1,0.21161295934610674,802
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,M00022,318.237,1.6935999999999998,151.59,6.0,8.0,1.0,O=c1cc(-c2ccccc2)oc2ccccc12,0.6127978022039184,37
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,M00023,272.25600000000003,2.5099000000000014,86.99000000000001,3.0,5.0,1.0,O=C1CC(c2ccccc2)Oc2ccccc21,0.7185751418868361,16
O=C1CC(c2ccc(O)cc2)Oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c21,M00024,434.3970000000001,-0.01700000000000018,166.14000000000001,6.0,10.0,4.0,O=C1CC(c2ccccc2)Oc2cc(OC3CCCCO3)ccc21,0.9466801716388252,2
O=C(O)C=Cc1ccccc1O,M00025,164.16,1.49,57.53,2.0,2.0,2.0,c1ccccc1,0.21161295934610674,802
COc1cc(-c2oc3cc(=O)cc4oc(O)cc(c2OC2OC(CO)C(O)C(O)C2O)c43)cc(OC)c1O,M00026,532.4540000000003,0.8132999999999992,201.64999999999998,6.0,13.0,6.0,O=c1cc2occc3c(OC4CCCCO4)c(-c4ccccc4)oc(c1)c23,0.8555293230024756,5
Oc1ccc(C2c3c(O)cc(O)cc3C3C(c4ccc(O)cc4)c4c(O)cc(O)cc4C23)cc1,M00027,454.4780000000002,5.078600000000007,121.38000000000001,6.0,6.0,2.0,c1ccc(C2c3ccccc3C3C(c4ccccc4)c4ccccc4C23)cc1,1.0,1
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,M00028,436.4130000000001,-0.2024000000000002,177.14,7.0,10.0,7.0,O=C(CCc1ccccc1)c1ccccc1OC1CCCCO1,1.0,1
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,M00029,274.272,2.324500000000001,97.99000000000001,4.0,5.0,4.0,O=C(CCc1ccccc1)c1ccccc1,0.9088491513636503,3
Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1,M00030,244.24599999999998,2.679400000000001,80.92,4.0,4.0,2.0,C(=Cc1ccccc1)c1ccccc1,0.7883542836784342,9
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,M00031,578.5260000000003,2.9950000000000028,220.75999999999996,10.0,12.0,3.0,c1ccc(C2CC(c3cccc4c3OC(c3ccccc3)CC4)c3ccccc3O2)cc1,1.0,1
COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,M00032,256.301,3.5798000000000023,38.69,1.0,3.0,4.0,C(=Cc1ccccc1)c1ccccc1,0.7883542836784342,9
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12,M00033,626.5200000000002,-3.065799999999999,289.66,11.0,17.0,7.0,O=c1c(OC2CCCCO2)c(-c2ccc(OC3CCCCO3)cc2)oc2ccccc12,1.0,1
O=C(O)C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,M00034,478.3620000000002,-0.44659999999999994,227.57999999999996,8.0,12.0,4.0,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,0.7538526280001345,12
O=c1c(O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12,M00035,464.3790000000002,-0.5389000000000004,210.51,8.0,12.0,4.0,O=c1cc(-c2ccc(OC3CCCCO3)cc2)oc2ccccc12,1.0,1
O=c1c(OS(=O)(=O)O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,M00036,382.30200000000013,1.4640000000000006,174.73,5.0,9.0,3.0,O=c1cc(-c2ccccc2)oc2ccccc12,0.6127978022039184,37
O=c1c(OC2OC(C(O)CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,M00037,464.3790000000002,-0.5388999999999995,210.51,8.0,12.0,5.0,O=c1c(OC2CCCO2)c(-c2ccccc2)oc2ccccc12,1.0,1
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,M00038,610.5210000000004,-1.6871000000000003,269.42999999999995,10.0,16.0,6.0,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,0.8795051323147839,4
COc1cc(C(=O)O)cc(OC)c1O,M00039,198.17399999999998,1.1076,75.99000000000001,2.0,4.0,3.0,c1ccccc1,0.21161295934610674,802
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,M00040,304.25399999999996,1.1862999999999995,127.45000000000002,5.0,7.0,1.0,O=C1CC(c2ccccc2)Oc2ccccc21,0.7185751418868361,16
O=C(C=Cc1ccc(O)cc1)OC(C(=O)O)C(O)C(=O)O,M00041,296.23100000000005,-0.15270000000000034,141.35999999999999,4.0,6.0,6.0,c1ccccc1,0.21161295934610674,802
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)c(C2OC(CO)C(O)C(O)C2O)c1O,M00042,436.4130000000001,-0.16060000000000035,188.14,8.0,10.0,6.0,O=C(CCc1ccccc1)c1cccc(C2CCCCO2)c1,1.0,1
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(OC)c3)oc2c1,M00043,330.2920000000001,2.594000000000001,109.36000000000001,3.0,7.0,3.0,O=c1cc(-c2ccccc2)oc2ccccc12,0.6127978022039184,37
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,M00044,580.5390000000003,-1.1652000000000007,225.05999999999997,8.0,14.0,6.0,O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3CCCCO3)ccc21,0.9466801716388252,2
CCOc1ccc(NC(C)=O)cc1,M00045,179.219,2.0437,38.33,1.0,2.0,3.0,c1ccccc1,0.21161295934610674,802
COC1OC(C(=O)O)C(O)C(O)C1O,M00046,208.16600000000003,-2.474999999999999,116.45000000000002,4.0,6.0,2.0,C1CCOCC1,0.6627017793637848,25
COC(=O)C1=COC(O)C2C(CO)=CCC12,M00047,226.22799999999998,-0.0532999999999999,75.99000000000001,2.0,5.0,2.0,C1=CC2COC=CC2C1,1.0,1
COc1cc(-c2oc3cc(=O)cc4oc(O)c(C=[OH+])c(c2OC2OC(CO)C(O)C(O)C2O)c43)cc(OC)c1O,M00048,561.4720000000002,0.33609999999999934,223.04999999999995,6.0,13.0,7.0,O=c1cc2occc3c(OC4CCCCO4)c(-c4ccccc4)oc(c1)c23,0.8555293230024756,5
Oc1ccc(C2Oc3ccc(C=Cc4cc(O)cc5c4C(c4cc(O)cc(O)c4)C(c4ccc(O)cc4)O5)cc3C2c2cc(O)cc3c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O3)cc1,M00049,906.9400000000003,11.004199999999978,209.75999999999996,9.0,12.0,8.0,C(=Cc1cccc2c1C(c1ccccc1)C(c1ccccc1)O2)c1ccc2c(c1)C(c1cccc3c1C(c1ccccc1)C(c1ccccc1)O3)C(c1ccccc1)O2,1.0,1
COc1cc(-c2oc3cc(=O)cc4oc(C)cc(c2OC2OC(CO)C(O)C(O)C2O)c43)cc(OC)c1O,M00050,530.4820000000002,1.4161199999999985,181.42,5.0,12.0,6.0,O=c1cc2occc3c(OC4CCCCO4)c(-c4ccccc4)oc(c1)c23,0.8555293230024756,5
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,M00051,458.37500000000017,2.233199999999999,197.36999999999998,8.0,11.0,3.0,O=C(OC1Cc2ccccc2OC1c1ccccc1)c1ccccc1,0.9466801716388252,2
O=C(O)c1ccc(O)c(O)c1,M00052,154.12099999999998,0.7959999999999998,77.76,3.0,3.0,1.0,c1ccccc1,0.21161295934610674,802
O=C1CC(c2ccc(O)c(O)c2)c2c(cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)O1,M00053,452.4150000000002,2.692700000000003,156.91,6.0,9.0,2.0,O=C1CC(c2ccccc2)c2c(ccc3c2OC(c2ccccc2)CC3)O1,1.0,1
CCOC(=O)c1cc(O)c(O)c(O)c1,M00054,198.17399999999998,0.9800999999999997,86.99000000000001,3.0,5.0,2.0,c1ccccc1,0.21161295934610674,802
Oc1ccc(C2Oc3cc(O)cc4c3C2c2cc(O)cc(O)c2C(c2ccc(O)cc2)C4C2c3cc(O)cc4c3C(c3cc(O)cc(O)c3C2c2ccc(O)cc2)C(c2ccc(O)cc2)O4)cc1,M00055,906.9400000000003,10.43219999999998,220.75999999999996,10.0,12.0,5.0,c1ccc(C2Oc3cccc4c3C2c2ccccc2C(c2ccccc2)C4C2c3cccc4c3C(c3ccccc3C2c2ccccc2)C(c2ccccc2)O4)cc1,1.0,1
NC(N)=NCCCC(N)C(=O)O,M00056,174.20399999999998,-1.548099999999999,127.72000000000001,4.0,3.0,5.0,,0.0,0
O=C(O)C(O)C(O)C(=O)O,M00057,150.08599999999998,-2.1226,115.06000000000002,4.0,4.0,3.0,,0.0,0
O=C(O)C1(O)CC(O)C(O)C(O)C1,M00058,192.167,-2.3214000000000006,118.22000000000001,5.0,5.0,1.0,C1CCCCC1,0.6846698721617894,21
O=C(O)CCC(=O)O,M00059,118.088,-0.06420000000000009,74.6,2.0,2.0,3.0,,0.0,0
CCC(=O)O,M00060,74.079,0.481,37.3,1.0,1.0,1.0,,0.0,0
CC(O)(CC(=O)O)C(=O)O,M00061,148.114,-0.7032999999999998,94.83,3.0,3.0,3.0,,0.0,0
NC(Cc1ccc(O)cc1)C(=O)O,M00062,181.19099999999997,0.3466,83.55,3.0,3.0,3.0,c1ccccc1,0.21161295934610674,802
CCC(C)C(N)C(=O)O,M00063,131.175,0.44439999999999996,63.32000000000001,2.0,2.0,3.0,,0.0,0
C[N+](C)(C)CCO,M00064,104.17299999999999,-0.3150999999999999,20.23,1.0,1.0,2.0,,0.0,0
C[N+](C)(C)CC(=O)[O-],M00065,117.14799999999998,-1.5574999999999983,40.129999999999995,0.0,2.0,2.0,,0.0,0
CC(C)C(N)C(=O)O,M00066,117.14799999999998,0.05430000000000007,63.32000000000001,2.0,2.0,2.0,,0.0,0
O=C(O)C1CCCN1,M00067,115.13200000000002,-0.177,49.33,2.0,2.0,1.0,C1CCNC1,0.7643784743661259,11
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,M00068,307.32800000000003,-2.2060999999999984,158.82,6.0,6.0,9.0,,0.0,0
O=c1cc[nH]c(=O)[nH]1,M00069,112.088,-0.9368000000000001,65.72,2.0,2.0,0.0,O=c1cc[nH]c(=O)[nH]1,0.7883542836784342,9
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,M00070,168.112,-1.7672000000000003,114.36999999999998,4.0,3.0,0.0,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,0.8352580650673657,6
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,M00071,152.113,-1.0605000000000004,94.4,3.0,3.0,0.0,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.7110586460049512,17
Oc1ccc(C=Cc2cc(O)cc3c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O3)cc1,M00072,454.4780000000001,5.650600000000007,110.38000000000001,5.0,6.0,4.0,C(=Cc1cccc2c1C(c1ccccc1)C(c1ccccc1)O2)c1ccccc1,1.0,1
COc1cc(-c2oc3cc(=O)cc4oc(C(=O)O)cc(c2OC2OC(CO)C(O)C(O)C2O)c43)cc(OC)c1O,M00073,560.4640000000002,0.8058999999999987,218.71999999999997,6.0,13.0,7.0,O=c1cc2occc3c(OC4CCCCO4)c(-c4ccccc4)oc(c1)c23,0.8555293230024756,5
COc1cc(-c2oc3cc(=O)cc4occc(c2OC2OC(CO)C(O)C(O)C2O)c43)cc(OC)c1O,M00074,516.4550000000003,1.1076999999999988,181.42,5.0,12.0,6.0,O=c1cc2occc3c(OC4CCCCO4)c(-c4ccccc4)oc(c1)c23,0.8555293230024756,5
O=C(Oc1cc(O)cc2c1CC(O)C(c1ccc(O)c(O)c1)O2)c1cc(O)c(O)c(O)c1,M00075,442.37600000000015,2.1765,177.14,7.0,10.0,3.0,O=C(Oc1cccc2c1CCC(c1ccccc1)O2)c1ccccc1,1.0,1
CC1=CCCC(C)(C)C12CCC(C)O2,M00076,194.31799999999998,3.690400000000003,9.23,0.0,1.0,0.0,C1=CC2(CCC1)CCCO2,1.0,1
CC(C)=C1CCC(C)CC1=O,M00077,152.237,2.711900000000001,17.07,0.0,1.0,0.0,C=C1CCCCC1=O,1.0,1
NCCCN,M00078,74.127,-0.7060999999999997,52.04,2.0,2.0,2.0,,0.0,0
O=C(C=Cc1ccc(O)c(O)c1)OC1CC(OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)CC(O)C1O,M00079,516.4550000000003,1.0295999999999996,211.27999999999997,7.0,11.0,7.0,O=C(C=Cc1ccccc1)OC1CCCC(OC(=O)C=Cc2ccccc2)C1,1.0,1
NCCCCN,M00080,88.15400000000001,-0.3159999999999998,52.04,2.0,2.0,3.0,,0.0,0
CCCCCC(O)C=CC=CCC=CCC=CCCCC(=O)O,M00081,320.47300000000007,5.187500000000004,57.53,2.0,2.0,14.0,,0.0,0
O=C(O)Cc1c[nH]c2ccccc12,M00082,175.187,1.795,53.089999999999996,2.0,1.0,2.0,c1ccc2[nH]ccc2c1,0.5442457568182516,63
O=C(O)c1c(O)cccc1O,M00083,154.12099999999998,0.7959999999999998,77.76,3.0,3.0,1.0,c1ccccc1,0.21161295934610674,802
Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,M00084,347.224,-1.5405000000000006,185.80999999999997,5.0,9.0,4.0,O=c1[nH]cnc2c1ncn2C1CCCO1,0.7185751418868361,16
O=C(O)C(=O)C(O)C(O)C(O)CO,M00085,194.13899999999998,-3.284900000000001,135.29,5.0,6.0,5.0,,0.0,0
O=C(O)CCC(=O)C(=O)O,M00086,146.098,-0.49509999999999993,91.67,2.0,3.0,4.0,,0.0,0
C=Cc1ccc(O)c(OC)c1,M00087,150.177,2.0438,29.46,1.0,2.0,2.0,c1ccccc1,0.21161295934610674,802
CCC(C)C(=O)O,M00088,102.13299999999998,1.1171,37.3,1.0,1.0,2.0,,0.0,0
CCC(C)CN,M00089,87.16600000000001,0.9912000000000001,26.02,1.0,1.0,2.0,,0.0,0
CC(C)C(=O)OCCOc1ccccc1,M00090,208.257,2.2646000000000006,35.53,0.0,3.0,5.0,c1ccccc1,0.21161295934610674,802
O=C1CCCN1,M00091,85.10600000000001,-0.10360000000000008,29.1,1.0,1.0,0.0,O=C1CCCN1,0.8176983027273006,7
CCOc1cc(C=O)ccc1O,M00092,166.176,1.6034,46.53,1.0,3.0,3.0,c1ccccc1,0.21161295934610674,802
CC(O)(CC(=O)O)CC(=O)O,M00093,162.141,-0.3132,94.83,3.0,3.0,4.0,,0.0,0
O=Cc1cccc(O)c1,M00094,122.12299999999996,1.2046999999999999,37.3,1.0,2.0,1.0,c1ccccc1,0.21161295934610674,802
Cc1c[nH]c2ccccc12,M00095,131.17799999999997,2.4763200000000003,15.79,1.0,0.0,0.0,c1ccc2[nH]ccc2c1,0.5442457568182516,63
CC(=O)CCc1ccc(O)cc1,M00096,164.204,1.9138,37.3,1.0,2.0,3.0,c1ccccc1,0.21161295934610674,802
Nc1ccc(C(=O)O)cc1,M00097,137.138,0.9670000000000001,63.32000000000001,2.0,2.0,1.0,c1ccccc1,0.21161295934610674,802
CN(C)c1ccc(C=CC=O)cc1,M00098,175.23099999999997,1.9647,20.310000000000002,0.0,2.0,3.0,c1ccccc1,0.21161295934610674,802
O=c1cc(O)c2ccccc2o1,M00099,162.14399999999998,1.4986,50.44,1.0,3.0,0.0,O=c1ccc2ccccc2o1,0.7265474540909509,15
Cc1cc(=O)oc2cc(O)ccc12,M00100,176.171,1.8070199999999998,50.44,1.0,3.0,0.0,O=c1ccc2ccccc2o1,0.7265474540909509,15
Oc1ccc(C=Cc2ccccc2)cc1,M00101,196.24900000000002,3.5626000000000024,20.23,1.0,1.0,2.0,C(=Cc1ccccc1)c1ccccc1,0.7883542836784342,9
O=Cc1ccc(CO)o1,M00102,126.11099999999998,0.5844,50.44,1.0,3.0,2.0,c1ccoc1,0.7538526280001345,12
O=C(O)C(O)C(O)C(O)C(=O)CO,M00103,194.13899999999998,-3.284900000000001,135.29,5.0,6.0,5.0,,0.0,0
Cc1ccc(C=O)o1,M00104,110.112,1.40052,30.21,0.0,2.0,1.0,c1ccoc1,0.7538526280001345,12
COc1ccc2oc(-c3ccccc3)cc(=O)c2c1,M00105,252.269,3.468600000000002,39.44,0.0,3.0,2.0,O=c1cc(-c2ccccc2)oc2ccccc12,0.6127978022039184,37
CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O,M00106,264.32099999999997,2.2499,74.6,2.0,3.0,3.0,O=C1C=CCCC1,0.8352580650673657,6
COc1cc(C(C)=O)ccc1O,M00107,166.176,1.6034,46.53,1.0,3.0,2.0,c1ccccc1,0.21161295934610674,802
CC(=O)NC(CS)C(=O)O,M00108,163.198,-0.4945,66.4,3.0,3.0,3.0,,0.0,0
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)O,M00109,347.22400000000005,-1.8630000000000004,186.07,5.0,10.0,4.0,c1ncc2ncn(C3CCCO3)c2n1,0.6577388176437765,26
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,M00110,347.224,-1.8630000000000009,186.07,5.0,10.0,4.0,c1ncc2ncn(C3CCCO3)c2n1,0.6577388176437765,26
O=C(O)CC(Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O)C(=O)O,M00111,463.29600000000016,-2.1054,246.67999999999995,7.0,12.0,9.0,c1ncc2ncn(C3CCCO3)c2n1,0.6577388176437765,26
O=C(O)CCCCC(=O)O,M00112,146.14200000000002,0.716,74.6,2.0,2.0,5.0,,0.0,0
OCC(O)C(O)C(O)CO,M00113,152.146,-2.9463000000000004,101.15,5.0,5.0,4.0,,0.0,0
NCCCCN=C(N)N,M00114,130.195,-1.0012999999999983,90.41999999999999,3.0,2.0,4.0,,0.0,0
CC(N)C(=O)O,M00115,89.09399999999998,-0.5817999999999999,63.32000000000001,2.0,2.0,1.0,,0.0,0
OCC1OC(O)C(O)C(O)C1O,M00116,180.156,-3.2214000000000005,110.38000000000001,5.0,6.0,1.0,C1CCOCC1,0.6627017793637848,25
NC(=O)CCCCC1CCSS1,M00117,205.348,2.1857999999999995,43.09,1.0,3.0,5.0,C1CSSC1,0.9466801716388252,2
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,M00118,430.7170000000003,8.840260000000002,29.46,1.0,2.0,12.0,c1ccc2c(c1)CCCO2,0.9466801716388252,2
O=CC(O)C(O)C(O)C(O)CO,M00119,180.15599999999998,-3.3788000000000005,118.22000000000001,5.0,6.0,5.0,,0.0,0
Oc1ccc(C=C2c3cc(O)cc(O)c3C(c3ccc(O)cc3)C2c2cc(O)cc(O)c2)cc1,M00120,454.4780000000001,5.390100000000008,121.38000000000001,6.0,6.0,3.0,C(=C1c2ccccc2C(c2ccccc2)C1c1ccccc1)c1ccccc1,1.0,1
Oc1ccc(C2Oc3cc(O)c4c(c3C2c2cc(O)cc(O)c2)C2C(c3ccc(O)cc3)c3c(O)cc5c(c3C2C4c2ccc(O)cc2)C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O5)cc1,M00121,906.9400000000003,10.432199999999982,220.75999999999996,10.0,12.0,6.0,c1ccc(C2Oc3ccc4c(c3C2c2ccccc2)C2C(c3ccccc3)c3ccc5c(c3C2C4c2ccccc2)C(c2ccccc2)C(c2ccccc2)O5)cc1,1.0,1
N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,M00122,457.4320000000001,-3.108019999999997,202.32,7.0,12.0,7.0,c1ccc(COC2CCCC(COC3CCCCO3)O2)cc1,1.0,1
COc1ccc(C=O)cc1,M00123,136.14999999999998,1.5076999999999998,26.3,0.0,2.0,2.0,c1ccccc1,0.21161295934610674,802
Nc1ccccc1C(=O)O,M00124,137.138,0.9670000000000001,63.32000000000001,2.0,2.0,1.0,c1ccccc1,0.21161295934610674,802
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,M00125,270.24,2.576800000000001,90.9,3.0,5.0,1.0,O=c1cc(-c2ccccc2)oc2ccccc12,0.6127978022039184,37
O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,M00126,432.3810000000001,0.04989999999999978,170.04999999999998,6.0,10.0,4.0,O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,0.8795051323147839,4
O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12,M00127,564.4960000000002,-1.4851999999999999,228.96999999999994,8.0,14.0,7.0,O=c1cc(-c2ccccc2)oc2cc(OC3OCCCC3OC3CCCO3)ccc12,1.0,1
O=CC(O)C(O)C(O)CO,M00128,150.12999999999997,-2.7397000000000005,97.99000000000001,4.0,5.0,4.0,,0.0,0
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,M00129,304.47400000000005,6.216700000000006,37.3,1.0,1.0,14.0,,0.0,0
OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,M00130,272.253,-1.4291000000000003,119.61000000000001,5.0,7.0,3.0,c1ccc(OC2CCCCO2)cc1,0.6788243374826469,22
Oc1ccc(C2Oc3cc(O)cc4c3C2c2cc(O)cc3c2C(c2cc(O)cc5c2C4C(c2ccc(O)cc2)O5)C(c2ccc(O)cc2)O3)cc1,M00131,678.6930000000003,8.03040000000001,149.07,6.0,9.0,3.0,c1ccc(C2Oc3cccc4c3C2c2cccc3c2C(c2cccc5c2C4C(c2ccccc2)O5)C(c2ccccc2)O3)cc1,1.0,1
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,M00132,270.24,2.576800000000001,90.9,3.0,5.0,1.0,O=c1cc(-c2ccccc2)oc2ccccc12,0.6127978022039184,37
