scaffold,size,specificity
O=C(NCC1CCC[NH2+]1)c1ccccc1,2,0.9466801716388252
c1ccc(C2=NCCNc3ccccc32)cc1,2,0.9466801716388252
c1ccc(OCn2cncn2)cc1,2,0.9466801716388252
c1ccc(Oc2cc(Oc3ccccc3)ncn2)cc1,2,0.9466801716388252
O=C1C=C2C=CC3C4CCCC4CCC3C2CC1,2,0.9466801716388252
O=c1[nH]c(=O)c2ncn(C3CCCO3)c2[nH]1,2,0.9466801716388252
O=c1[nH]c2ccccc2o1,2,0.9466801716388252
O=C1C=CCO1,2,0.9466801716388252
c1ccc(C2Cc3ccccc3O2)cc1,2,0.9466801716388252
O=c1cc(-c2ccccc2)oc2cc(OC3OCCCC3OC3CCCCO3)c(C3CCCCO3)cc12,2,0.9466801716388252
O=c1[nH]cnnc1-c1ccccc1,2,0.9466801716388252
C(=Cc1cccs1)C1=NCCCN1,2,0.9466801716388252
O=C1CCCC1,2,0.9466801716388252
C1CC[NH2+]CC1,2,0.9466801716388252
O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1,2,0.9466801716388252
C1=C2CCCCC2C2CCC3CCCC3C2=C1,2,0.9466801716388252
O=c1cnn(-c2ccc(Cc3ccccc3)cc2)c(=O)[nH]1,2,0.9466801716388252
O=S(=O)(Nc1cnccn1)c1ccccc1,2,0.9466801716388252
N=C1SCCN1Cc1cccnc1,2,0.9466801716388252
O=C1C=C2CCC3C(=C2CC1)C=CC1CCCC13,2,0.9466801716388252
O=C(Nc1ccccc1)Oc1ccccc1,2,0.9466801716388252
c1ccc(-c2[o+]c3ccccc3cc2OC2CCCC(COC3CCCCO3)O2)cc1,2,0.9466801716388252
O=C(C=Cc1ccccc1)c1ccccc1,2,0.9466801716388252
C=C1C(=O)OC2C3C=CC(=O)C3=CCC(OC(=O)Cc3ccccc3)C12,2,0.9466801716388252
c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,2,0.9466801716388252
C1CCC2C(C1)CCC1C2CCC2C3CCCC3CCC21,2,0.9466801716388252
O=C(OCc1ccccc1)c1ccccc1,2,0.9466801716388252
O=c1cc[nH]c(=S)[nH]1,2,0.9466801716388252
c1cncc(C2CCCN2)c1,2,0.9466801716388252
O=c1[nH]cnc2c1N=CCN2,2,0.9466801716388252
O=C(C1CCCN1)N1CCCC1,2,0.9466801716388252
O=C(NCc1ccccc1)c1c[nH]c2ccccc12,2,0.9466801716388252
O=c1nc[nH]c2nc[nH]c12,2,0.9466801716388252
O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,2,0.9466801716388252
c1ccc(CCCCc2ccccc2)cc1,2,0.9466801716388252
N=C1NCOCN1Cc1cncs1,2,0.9466801716388252
C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,2,0.9466801716388252
O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nn2cncc12,2,0.9466801716388252
O=C(C=Cc1ccccc1)OCCc1ccccc1,2,0.9466801716388252
O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,2,0.9466801716388252
O=C(C=Cc1ccccc1)OC1CCC(OC2CCCOC2c2ccc3oc(-c4ccccc4)cc(=O)c3c2)OC1,2,0.9466801716388252
c1ccc(C2CCC2)cc1,2,0.9466801716388252
O=c1cc(-c2ccccc2)oc2ccc(C3OCCCC3OC3CCCCO3)cc12,2,0.9466801716388252
O=C(c1ccccc1)c1coc2ccccc12,2,0.9466801716388252
c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,2,0.9466801716388252
O=C1CCCCC1c1ccccc1,2,0.9466801716388252
C=C1CCCC(=O)OCC2=CCN3CCC(OC1=O)C23,2,0.9466801716388252
C=C1c2ccccc2CCc2ccccc21,2,0.9466801716388252
c1ccc(CN2CCNCC2)cc1,2,0.9466801716388252
O=c1cc(-c2ccccc2)oc2c(C3CCCCO3)cccc12,2,0.9466801716388252
O=C(C=Cc1ccccc1)OCC1CCCC(Oc2ccc3c(=O)cc(-c4ccccc4)oc3c2)O1,2,0.9466801716388252
c1cc[n+](C2CCCO2)cc1,2,0.9466801716388252
c1ccc(Nc2ncccn2)cc1,2,0.9466801716388252
O=C(Oc1cccc2ccccc12)c1n[nH]c2ccccc12,2,0.9466801716388252
c1ccc(-c2ccccc2-c2nn[nH]n2)cc1,2,0.9466801716388252
O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,2,0.9466801716388252
C1CSSC1,2,0.9466801716388252
O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,2,0.9466801716388252
O=C(c1ccccc1)n1ccc2ccccc21,2,0.9466801716388252
C1=CCC(c2ccccc2)CC1,2,0.9466801716388252
O=[PH]1NCCCO1,2,0.9466801716388252
O=C1CCCC(=O)C1=CC1CC1,2,0.9466801716388252
c1ccc2c(N=Nc3cccc4ccccc34)cccc2c1,2,0.9466801716388252
c1ccc2c(c1)CCNC2,2,0.9466801716388252
O=c1c(-c2ccc(OC3CCCCO3)cc2)coc2ccccc12,2,0.9466801716388252
O=S(=O)(Nc1nccs1)c1ccccc1,2,0.9466801716388252
c1ccc(CC2CCCCN2)cc1,2,0.9466801716388252
O=c1cccn[nH]1,2,0.9466801716388252
O=C(NCC1CCCCO1)C1CCCN1,2,0.9466801716388252
O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3CCCCO3)ccc21,2,0.9466801716388252
C=C1CCCCC1=CC=C1CCCC2CCCC12,2,0.9466801716388252
O=C1OCC(Cc2ccccc2)C1Cc1ccccc1,2,0.9466801716388252
c1ccc2c(c1)CCCO2,2,0.9466801716388252
c1ccc(CCCN2CCOCC2)cc1,2,0.9466801716388252
O=C1CC(c2ccccc2)Oc2cc(OC3CCCCO3)ccc21,2,0.9466801716388252
O=C1CCC(Cc2cccc(OC3CCCCO3)c2)O1,2,0.9466801716388252
O=C(c1cccc2ccccc12)c1n[nH]c2ccccc12,2,0.9466801716388252
c1ccc2c(c1)c1c3n2CCC2CCCN(CC1)C32,1,1.0
O=C(Cn1cnnn1)NC1C(=O)N2C=C(CSc3nncs3)CSC12,1,1.0
C=C1c2ccccc2CSc2ccccc21,1,1.0
O=C(Cc1cccs1)NC1C(=O)N2C=C(C[n+]3ccccc3)CSC12,1,1.0
C=C1c2ccccc2Sc2ccccc21,1,1.0
O=C(NNC(=O)c1ccc2c(c1)CCCO2)c1ccccc1,1,1.0
O=S1(=O)CCCc2ccsc21,1,1.0
O=[PH](Sc1ccccc1)Sc1ccccc1,1,1.0
O=C1C(NCCCc2ccccc2)CCCN2CCCCN12,1,1.0
O=C(c1ccccc1)N1CCC(N2CCN(c3ccccc3)CC2)CC1,1,1.0
O=C1C2=C(CCCC2)C(=O)N1c1ccccc1,1,1.0
O=C1C=CC=CC(COC2CCCCO2)COC(=O)CCCC(OC2CCCCO2)C(CCN2CCCCC2)CC1,1,1.0
O=C(CN1CCN(CC=Cc2ccccc2)CC1)c1cccc(-c2nc3cn[nH]c3c(=O)[nH]2)c1,1,1.0
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1,1.0
O=C(c1ccc2[nH]c3ccccc3c2c1)c1cccc2ccccc12,1,1.0
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,1,1.0
c1nc(N2CCCCC2)c2ncnc(N3CCCCC3)c2n1,1,1.0
C1CCC(CC2CCCCC2)CC1,1,1.0
c1ccc(C(OC2CCNCC2)c2ccccc2)cc1,1,1.0
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(c1ccccc1)c1ccccc1,1,1.0
O=C1NCC(CCN2CCOCC2)C1(c1ccccc1)c1ccccc1,1,1.0
N=C(C(=O)NC1C(=O)N2C=C(CSC(=O)c3ccco3)CSC12)c1cscn1,1,1.0
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccccc1,1,1.0
c1ccc(-c2ccncc2)cc1,1,1.0
c1ccc(C(c2ccccc2)N2CC[NH2+]CC2)cc1,1,1.0
O=C(CNC12CC3CC(CC(C3)C1)C2)N1CCCC1,1,1.0
c1cnc2cc3c(cc2n1)C1CNCC3C1,1,1.0
O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCCCC3)c2)nn2cncc12,1,1.0
c1ccc(CN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,1,1.0
O=C(CN1CCNCC1)c1cccc(-c2nn3cncc3c(=O)[nH]2)c1,1,1.0
C1=CC2CCC1C2,1,1.0
O=c1o[nH]cc1N=Nc1ccccc1,1,1.0
O=C1CCS(=O)(=O)C(c2ccccc2)N1,1,1.0
c1ccc(-c2conc2-c2ccccc2)cc1,1,1.0
O=C1NCCN(CC(=O)c2cccc(-c3nc4cn[nH]c4c(=O)[nH]3)c2)C1=O,1,1.0
O=c1[nH]c(-c2cccc(S(=O)(=O)NCCC3CCCN3)c2)nc2cn[nH]c12,1,1.0
N=C(C(=O)NC1C(=O)N2C=C(C[n+]3ccccc3)CSC12)c1cscn1,1,1.0
c1ccc2c3c([nH]c2c1)C(c1ccc2c(c1)OCO2)NCC3,1,1.0
c1ccc(C2CC2Nc2ncnc3c2nnn3C2CCCC2)cc1,1,1.0
c1ccc(C(CC[NH+]2CCOCC2)c2cccs2)cc1,1,1.0
N=C(C(=O)NC1C(=O)N2C=C(C[n+]3cccc4c3CCCC4)CSC12)c1cscn1,1,1.0
O=C1NCCN(C(=O)NC(C(=O)NC2C(=O)N3C=C(CSc4nnn[nH]4)CSC23)c2ccccc2)C1=O,1,1.0
O=C(NN1CCCCCC1)NS(=O)(=O)c1ccccc1,1,1.0
O=C(CCN1CCCCC1)Nc1ccccc1,1,1.0
O=c1cn[nH]c2cc3c(cc12)OCO3,1,1.0
O=c1ccn(C2CC2)c2cc(N3CC4CC3CN4)ccc12,1,1.0
O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12,1,1.0
c1ccc(CC2CCCC2)cc1,1,1.0
O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCN(C4CCCC4)CC3)c2)nc2cn[nH]c12,1,1.0
c1cnc2ncnn2c1,1,1.0
O=C1C(=Cc2ccccc2)CCCC1=Cc1ccccc1,1,1.0
O=C1C=CCC(C2CCCSC2)C1,1,1.0
O=C1C=C2CCC3C(=C2CC1)CCC1CCCC13,1,1.0
C1=Cc2ccccc2C(=C2CCNCC2)c2ccccc21,1,1.0
O=C(Nc1ccccn1)c1ccc2[nH]c(CNc3ccccc3)nc2c1,1,1.0
O=C(NCc1ccccc1)Nc1ccccc1,1,1.0
c1ccc(N2CCN(CCc3nnc4n3CCCC4)CC2)cc1,1,1.0
C=C1c2ccccc2C=Cc2ccccc21,1,1.0
c1ccc(CCCOc2cccc3ccccc23)cc1,1,1.0
O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)OC1COC2OCCC12,1,1.0
O=C(CNCCCc1ccccc1)N1CCC2CCCCC21,1,1.0
S=C1NCNCS1,1,1.0
C1OC2COC3OCOC3C2O1,1,1.0
C1CCC(C2CCCCC2)CC1,1,1.0
O=C(c1ccccc1)c1ccc[nH]1,1,1.0
O=C(NCc1ccc(Oc2ccccc2)cc1)c1ccn[nH]1,1,1.0
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC=NC12,1,1.0
O=C1CNC(c2ccccc2)=c2ccccc2=N1,1,1.0
O=C1CC(CCC2CCCCC2=O)CC(=O)N1,1,1.0
c1ccc(-c2cc(-c3ccccc3)[nH+][nH]2)cc1,1,1.0
C1COCCO1,1,1.0
O=S1(=O)C=CS(=O)(=O)CC1,1,1.0
O=C(NC1CCN(CCCOc2ccccc2)CC1)c1ccccc1,1,1.0
C1=C(Cc2ccccn2)c2ccccc2C1,1,1.0
c1ccc(C(OCCC2CCCN2)c2ccccc2)cc1,1,1.0
c1nsnc1N1CCOCC1,1,1.0
c1cc(NC2=NCCN2)c2nsnc2c1,1,1.0
O=C(OC1C[NH+]2CCC1CC2)C(c1ccccc1)c1ccccc1,1,1.0
O=C1CC(=O)N(c2ccccc2)c2ccccc2N1,1,1.0
O=C(OC1CC2CCC(C1)N2)c1c[nH]c2ccccc12,1,1.0
O=C(Cc1ccccc1)NCc1ccncc1,1,1.0
O=C(NN1CCCCC1)c1ccccc1,1,1.0
c1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,1,1.0
S=C(Nc1ccccc1)Nc1ccccc1,1,1.0
c1ccc(C(CCN2CCCCC2)C2C3CC4C(C3)C42)cc1,1,1.0
c1ccccc1.c1ccccc1,1,1.0
C1OCC2OC3OCOC3C2O1,1,1.0
O=C1CN=C(c2ccccc2)c2ccsc2N1,1,1.0
O=C(Oc1ccccc1)C1CC2CCC(C1)N2,1,1.0
c1ccc(C(CCN2CCCCC2)C2CCCCC2)cc1,1,1.0
O=c1cccc2c(c1)CCCc1ccccc1-2,1,1.0
C=C(c1ccccc1OCc1ccccc1)n1ccnc1,1,1.0
O=C(NN=Cc1ccccn1)Nc1ccccc1,1,1.0
O=C(NCc1ccccc1)c1n[nH]c2ccccc12,1,1.0
c1ccc(CCNCCC(c2ccccc2)c2ccccc2)cc1,1,1.0
O=C(c1cccc2ccccc12)c1cn2c3c(cccc13)OCC2CN1CCOCC1,1,1.0
O=C1COC(=O)N1c1ccccc1,1,1.0
c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,1,1.0
C1CSC1,1,1.0
O=C(NCC1CCCN1)c1ccc2n[nH]nc2c1,1,1.0
O=c1[nH]cnc2[nH]ncc12,1,1.0
O=C(C=CC=Cc1ccccc1)C=Cc1ccccc1,1,1.0
O=C(Nc1ccc(Cc2ccccc2)cc1)c1ccccc1,1,1.0
c1ccc(C(c2ccccc2)N2CCN(c3ncncn3)CC2)cc1,1,1.0
O=C(c1cccc2ccccc12)c1cn(CC2CCCCN2)c2ccccc12,1,1.0
c1ccc(-c2ccc3ccccc3n2)cc1,1,1.0
O=C(c1cccc2ccccc12)c1cn(C2CCCCNC2)c2ccccc12,1,1.0
O=C(c1cn(CC2CCCCN2)c2ccccc12)C12CC3CC(CC(C3)C1)C2,1,1.0
O=S1(=O)NCCc2ccsc21,1,1.0
O=C(c1ccccc1)c1cn(CC2CCCCN2)c2ccccc12,1,1.0
C1=NCC(c2ccccc2)O1,1,1.0
O=C1NC(=O)C(c2ccccc2)C(=O)N1,1,1.0
c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2,1,1.0
O=c1ccc(-c2ccncc2)c[nH]1,1,1.0
c1cc(C2CCCCN2)ccn1,1,1.0
C1=CCC(c2cccnc2)NC1,1,1.0
O=C1CCCC(CCn2cc(C(=O)Nc3ccccc3)c(-c3ccccc3)c2-c2ccccc2)O1,1,1.0
O=C1CCC2C1CCC1C3CCC(OC4CCCCO4)CC3CCC21,1,1.0
O=C(CCOc1ccccc1)Nc1ccccc1,1,1.0
O=C(OC1CCC2C(CCC3C4CCCC4CCC23)C1)C1CCCCO1,1,1.0
c1ccc(C(c2cncnc2)C2CC2)cc1,1,1.0
O=C(NN=C(Cc1ccccc1)c1ccccc1)Nc1ccccc1,1,1.0
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,1,1.0
c1ccc2c(c1)[nH]c1ccncc12,1,1.0
O=C(C[NH2+]Cc1ccccc1)Nc1ccccc1,1,1.0
c1ccc(NC2Cc3ccccc3C2)cc1,1,1.0
C1=CCNCC1,1,1.0
O=c1[nH]nnn1CCN1CCC(Nc2ccccc2)CC1,1,1.0
O=c1[nH]c(=O)[nH]c(=O)[nH]1,1,1.0
c1ccc2c(c1)NC1C3CC4CCN3C3CC21CC43,1,1.0
C1CCC(CC2CCCC3(CCC(C4CCC(C5OC(C6CCCCO6)CC5OC5CCCCO5)O4)O3)O2)OC1,1,1.0
O=C1OC(c2ccccc2)c2ccccc21,1,1.0
c1cnc2ccc3[nH]cnc3c2c1,1,1.0
O=C1C=CN2CCOC3=C(N4CCNCC4)C=CC1C32,1,1.0
c1ccc(-c2cnc3nc[nH]c3c2)cc1,1,1.0
O=C(COc1ccccc1)NC1C(=O)N2CCSC12,1,1.0
c1cnc2c(ccc3[nH]cnc32)n1,1,1.0
O=C(c1ccccc1)c1cncnc1,1,1.0
O=c1cn[nH][nH]1,1,1.0
c1ccc2c(C3CCCCC3)cccc2c1,1,1.0
O=C1Nc2cccc3c2C1CC1NCCC=C31,1,1.0
O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,1,1.0
O=c1[nH]c(=O)n(-c2ccc(Oc3ccccc3)cc2)c(=O)[nH]1,1,1.0
O=C(c1ccccc1)c1cccs1,1,1.0
O=C(c1cn(CCN2CCOCC2)c2ccccc12)C1CC1,1,1.0
O=S1(=O)NC(C2CC3C=CC2C3)Nc2ccccc21,1,1.0
O=C(c1cn(CC2CCOCC2)c2ccccc12)C1CC1,1,1.0
O=C(c1cn(CC2CCCCN2)c2ccccc12)C1CC1,1,1.0
O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccccc1,1,1.0
c1ccc(C(c2ccccc2)n2cncn2)cc1,1,1.0
O=C1c2ccccc2CN1c1ccccc1,1,1.0
C1CN2CCC1CC2,1,1.0
O=C1CN(N=Cc2ccc(-c3ccccc3)o2)C(=O)N1,1,1.0
C1=C2CCC3C4CCCC4CCC3C2CCC1,1,1.0
O=C(NC1CCCCC1)NS(=O)(=O)c1ccccc1,1,1.0
O=C1C=C2CCC3C4CCC5(CCC(=O)O5)C4CC4OC43C2CC1,1,1.0
O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1,1,1.0
c1ccc(N=Nc2ccc3ccccc3c2)cc1,1,1.0
c1ccc2cc(N=Nc3cccc4ccccc34)ccc2c1,1,1.0
O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1,1,1.0
c1ccc(Cn2cnc3cncnc32)cc1,1,1.0
O=C1C=CC2C(=C1)CCC1C2CCC2C(OC(=O)c3ccco3)CCC21,1,1.0
c1ccc(C2(c3ccccc3)CCNCC2)cc1,1,1.0
O=C1OCC=C1Cc1ccccc1,1,1.0
O=C(OCc1coc(Cc2ccccc2)c1)C1CC1,1,1.0
C1=CC2CC1CC2C(CCN1CCCCC1)c1ccccc1,1,1.0
c1ccc(C(c2ccccc2)c2ccccn2)cc1,1,1.0
c1ccc(-c2cn3ccccc3n2)cc1,1,1.0
c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1,1,1.0
O=c1oc2ccccc2cc1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,1,1.0
O=c1oc2ccccc2cc1C(CCc1ccc(-c2ccccc2)cc1)c1ccccc1,1,1.0
O=C1NC(Cc2ccc3[nH]ccc3c2)CO1,1,1.0
c1cc2cc3occc3cc2o1,1,1.0
C=C(c1ccccc1)c1cccnc1,1,1.0
c1ccc(-c2ccnc3ccnn23)cc1,1,1.0
c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3,1,1.0
C(CCN1CCCCC1)=C(c1cccs1)c1cccs1,1,1.0
C1=CCC2=NN=NC2=C1,1,1.0
O=C(c1ccccc1)c1cn(CCN2CCOCC2)c2ccccc12,1,1.0
c1cc2c3c(c1)OC1C4CCC5(CC4)C(C2)N(CC2CC2)CCC315,1,1.0
c1cc2c3c(c1)OC1C4CCC5(CC4)C(C2)NCCC315,1,1.0
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1,1.0
C=C1C(=O)OC2C1CCCC1CCC(=O)C12,1,1.0
C1CNCCNCCNCCN1,1,1.0
O=C(OCOC(=O)c1cccc2ncn(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12)OC1CCCCC1,1,1.0
C1=CC(c2ccccc2)CCC1,1,1.0
c1ccc2c(c1)COc1ccccc1-2,1,1.0
O=C1C=C2C=CC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,1,1.0
S=C(c1cccc(-c2nc(=S)c3[nH]ncc3[nH]2)c1)N1CCNCC1,1,1.0
O=C(Nc1ccccc1)C1=COCCS1(=O)=O,1,1.0
O=C1CCc2ccccc2N1,1,1.0
O=S1(=O)N=C(CSCc2ccccc2)Nc2ccccc21,1,1.0
O=C(OC1c2nccnc2C(=O)N1c1ccccn1)N1CCNCC1,1,1.0
c1ccc2c(c1)Oc1ccccc1C1CNCC21,1,1.0
O=C1N(CCN2CCCCC2)C(=O)C(c2ccccc2)(N2CCCCC2)C(=O)N1CCN1CCCCC1,1,1.0
c1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)cc1,1,1.0
c1ccc(CCCCNCc2ccc(-c3ccccn3)cc2)cc1,1,1.0
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC3(CCCC3)OC12,1,1.0
O=C(Nc1ccccc1)C1OC1(C(=O)c1ccccc1)c1ccccc1,1,1.0
O=C(NCc1ncccn1)c1cnc(N2CCCC2)nc1NCc1ccccc1,1,1.0
O=C1C=C2C(CC1)C1CCC3C(C4CC4C34CCC(=O)O4)C1C1CC21,1,1.0
O=C1C=C2CCC3C4C=CCC4CCC3C2CC1,1,1.0
c1ccc(C(c2ccccc2)C2CCNCC2)cc1,1,1.0
C1=CC2C(O1)OC1CC2C2OC12C1CC2OCC3CCCC4(COCC14)C32,1,1.0
O=C1CC(=O)N2c3ccccc3N=CN12,1,1.0
O=C(Nc1ncccn1)NS(=O)(=O)c1[nH]ncc1-c1nn[nH]n1,1,1.0
O=c1[nH]c(=O)c2[nH]c(Cc3ccccc3)nc2[nH]1,1,1.0
c1ccc(CN(c2ccccc2)C2CCNCC2)cc1,1,1.0
N=C1C=C2CCC3C4CCCC4CCC3C2CC1,1,1.0
c1ccc(C[NH2+]CCOCCOc2ccccc2)cc1,1,1.0
O=C(Oc1cccc2cccnc12)c1cn(CC2CCCCC2)c2ccccc12,1,1.0
O=S1(=O)NC(Cc2ccccc2)Nc2ccccc21,1,1.0
O=c1[nH]c2ncncc2nc1CNc1ccccc1,1,1.0
O=C(Oc1ccccc1)c1ccccc1,1,1.0
O=C1C=CC2C(CCC3C4CCCC4CCC23)N1,1,1.0
O=C1C=C2C=CC3C4CCCC4CCC3C2C2CC12,1,1.0
c1ccc2c(c1)NCCO2,1,1.0
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccccc1,1,1.0
O=C1CN(N=Cc2ccco2)C(=O)N1,1,1.0
O=S(=O)(SCCCSS(=O)(=O)c1ccccc1)c1ccccc1,1,1.0
O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,1,1.0
C1=Cc2ccccc2Sc2ccccc21,1,1.0
c1ccc(C(OC2CC3CCC(C2)N3)c2ccccc2)cc1,1,1.0
O=C1CCC23CCCCCC(CCC2)C13,1,1.0
c1ccc(CN2CCCCC2)cc1,1,1.0
O=S(=O)(CCc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccccc1,1,1.0
c1ccc2c(c1)N=C1C2CCN2CCCCC12,1,1.0
O=C(NC1CC2CCC1C2)c1cn(CCN2CCOCC2)c2ccccc12,1,1.0
O=C1c2cc[nH]c2CCC1CN1CCOCC1,1,1.0
C1CCC(C2CCC(C3CCC(C4CCC5(CCCCO5)O4)O3)O2)OC1,1,1.0
O=C1CCCC(=O)OC2CCN3CC=C(CO1)C23,1,1.0
O=C1CCCC(=O)OC2CC[NH+]3CC=C(CO1)C23,1,1.0
C1=CC2C3Cc4ccc(OC5CCCCO5)c5c4C2(CCN3)C(C1)O5,1,1.0
C1=CC2CC3c4[nH]c5ccccc5c4CCN3CC2CO1,1,1.0
O=c1ccn(C2CC2)c2cc(N3CC4CCCNC4C3)ccc12,1,1.0
c1ncc(NC2=NCCN2)cn1,1,1.0
C(=Cc1ccccc1)CNCc1cccc2ccccc12,1,1.0
O=C(CNCCCc1ccccc1)N1CCC2CCCC21,1,1.0
c1cc2c3c(c1)OC1CCCC4C(C2)N(CC2CCC2)CCC314,1,1.0
O=c1cc[nH]c2ncccc12,1,1.0
O=C1C=C2CCC3C(CCC4C(OC(=O)CCc5ccccc5)CCC43)C2CC1,1,1.0
c1ccc2[nH]c(-n3cccn3)nc2c1,1,1.0
O=C(CN1CCCC1)c1ccc2ccccc2c1,1,1.0
O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,1,1.0
O=C(NCCc1ccccc1)C1CCCCC1,1,1.0
c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2,1,1.0
O=C(c1cccc2ccccc12)c1cn(CC2CCCCC2)c2ccccc12,1,1.0
c1ccc2c(c1)CC1CCCNC1C2,1,1.0
O=c1n(CCOc2ccccc2)cnn1CCCN1CCN(c2ccccc2)CC1,1,1.0
c1ccc(C2OCCNCc3ccccc32)cc1,1,1.0
O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1,1,1.0
C(=Cc1ccc2ccccc2[nH+]1)c1ccn(-c2ccccc2)c1,1,1.0
O=C(Nc1c[nH]n(-c2ccccc2)c1=O)c1cccnc1,1,1.0
C1CCC(CC2CCCC3(CCC(C4CCC(C5CCC(C6CCCCO6)O5)O4)O3)O2)OC1,1,1.0
c1cncc(CSSCc2cccnc2)c1,1,1.0
c1ccc(OCCNc2ccncn2)cc1,1,1.0
O=c1ccnc(NC2CCN(c3nc4ccccc4n3Cc3ccccc3)CC2)[nH]1,1,1.0
c1ccc2c3c([nH]c2c1)C1CCCCN1CC3,1,1.0
O=C1NC(=O)C(Cc2ccc(OCCNc3ccccn3)cc2)S1,1,1.0
O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cc[nH]c12,1,1.0
c1ccc2c(CC3CCCCN3)ccnc2c1,1,1.0
C(=NN=Cc1ccccc1)NN=Cc1ccccc1,1,1.0
O=S(=O)(NCC1CCCO1)c1ccccc1,1,1.0
c1ncn(Cc2ccc3[nH]ccc3c2)n1,1,1.0
C=C1c2ccccc2Cc2ccccc21,1,1.0
O=C(c1c[nH]c2ccccc12)N1CCNCC1,1,1.0
O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1cccs1,1,1.0
O=C(NN1CCCCC1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,1,1.0
C1COC(NC(C2CC2)C2CC2)=N1,1,1.0
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,1,1.0
S=C1N=CN=C2N=CN=C12,1,1.0
O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4cc(c5c(nc6ccccn65)c4c3C2=O)N1,1,1.0
O=C1CC2CC(SC3CCNC3)=CN12,1,1.0
O=C1C=CC(=NC(=O)NC2=CN(CCc3ccccc3)NO2)C=C1,1,1.0
c1ncn(C2CCCO2)n1,1,1.0
O=C1NCC(COc2ccccc2)O1,1,1.0
O=c1[nH]c(=O)c2c(ncn2CCCNCCc2ccccc2)[nH]1,1,1.0
O=C(Cc1ccccc1)NCc1ccccc1N1CCCCC1,1,1.0
O=c1c2ccccc2ncn1-c1ccccc1,1,1.0
c1ccc(OC(c2ccccc2)C2CNCCO2)cc1,1,1.0
N=c1[nH]ncs1,1,1.0
c1ccc(NCc2cnc3ncncc3n2)cc1,1,1.0
O=C(Cc1ccccc1)c1cn(CCC2CCCCC2)c2ccccc12,1,1.0
c1ccc2c(c1)Sc1ccccc1C2CC1CCCNC1,1,1.0
O=C1c2ccccc2NCN1c1ccccc1,1,1.0
O=C1NC(=O)C2C3C=CC(C3)C12,1,1.0
c1ccc2c(c1)Cc1ccccc1N1CC[NH2+]CC21,1,1.0
O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,1,1.0
